x,y,z,l,w,h,r
1.42,1.61,4.05,-8.51,1.5,17.64,-1.57
1.56,1.69,3.63,-4.31,1.48,16.21,-1.56
1.38,1.58,3.49,-4.79,1.3,27.97,-1.56
1.43,1.64,4.33,-4.5,1.17,36.0,-1.57
1.48,1.69,4.52,-12.53,1.48,24.96,-1.58
1.48,1.57,3.75,-12.86,1.41,31.6,-1.57
1.5,1.39,3.28,3.55,1.0,74.15,-1.34
1.68,1.63,3.9,-3.35,1.77,9.61,1.51
1.47,1.7,4.39,-5.0,1.9,23.81,1.38
1.41,1.59,4.47,-0.57,2.24,56.14,1.56
1.6,1.76,3.84,-0.2,1.18,25.1,-1.58
1.78,1.81,4.32,-4.54,1.61,5.56,-1.57
1.45,1.61,4.3,-8.49,1.47,17.22,-1.57
1.45,1.67,3.88,-4.85,1.42,18.52,-1.58
1.63,1.67,3.92,-4.41,1.11,40.84,-1.58
1.58,1.64,3.96,-12.91,1.47,19.97,-1.57
1.66,1.73,3.05,-0.65,2.05,57.03,-1.57
1.6,1.77,3.58,-14.3,2.32,28.23,1.59
1.26,1.6,3.56,-1.02,1.62,24.05,-1.62
1.37,1.63,3.57,-4.24,1.73,34.33,-1.56
1.64,1.93,3.52,-13.55,1.9,14.74,1.45
1.42,1.58,3.11,-15.41,2.01,31.83,1.48
1.56,1.65,3.69,0.31,1.54,20.46,-1.56
1.45,1.58,3.87,4.52,1.47,7.09,-0.78
1.61,1.67,3.65,4.9,1.44,11.05,-0.77
1.49,1.63,4.16,4.38,1.41,25.16,-0.8
1.54,1.72,3.88,4.83,1.34,42.85,-0.73
1.52,1.49,3.46,5.03,1.34,53.44,-0.77
1.67,1.68,4.49,-10.79,1.74,23.87,1.59
1.63,1.58,4.2,-10.79,1.81,30.2,1.6
1.34,1.57,4.01,-10.6,1.77,37.19,1.6
1.45,1.65,4.63,-10.13,1.58,53.49,1.65
1.47,1.29,2.95,-14.85,1.73,31.97,1.6
1.66,1.73,3.05,-3.27,1.74,60.43,-1.59
1.46,1.95,3.76,-28.12,2.87,48.55,1.6
1.44,1.55,3.53,-17.57,2.28,50.73,1.57
1.69,1.62,3.99,-23.67,2.67,50.81,1.69
1.38,1.52,4.0,-24.74,2.3,31.19,1.54
1.57,1.47,3.35,-25.26,2.38,36.84,1.51
1.43,1.48,3.33,-25.71,2.32,41.76,1.47
1.62,1.6,4.18,-26.07,2.56,47.79,1.53
1.48,1.35,3.93,-26.86,2.38,54.5,1.57
1.55,1.63,3.32,0.09,1.5,7.02,-1.57
1.37,1.82,3.96,-15.59,2.29,53.06,1.55
1.38,1.79,2.94,-18.43,2.49,52.05,1.58
1.4,1.75,4.75,-12.3,2.03,53.65,1.58
1.59,1.73,4.26,15.45,1.69,27.65,-3.11
1.74,1.82,4.45,14.12,1.55,21.02,0.09
1.51,1.69,4.15,-5.95,1.8,19.44,0.12
1.43,1.69,3.42,-16.34,2.31,21.13,0.16
1.54,1.78,4.2,-6.09,1.53,6.97,0.01
1.46,1.42,3.25,-7.04,1.44,9.33,-3.13
1.54,1.64,4.15,-6.8,1.5,11.62,0.06
1.61,1.46,2.33,-6.79,1.52,13.89,3.08
1.5,1.66,4.4,-5.85,1.56,16.26,-0.05
1.41,1.62,4.19,2.66,1.58,14.91,-1.57
1.42,1.59,3.21,6.3,1.5,19.84,0.07
1.32,1.63,4.1,2.51,1.29,58.25,-1.58
1.66,1.73,3.05,-4.78,1.89,61.31,-1.59
1.44,1.55,3.53,-17.61,2.38,30.8,1.52
1.52,1.76,4.2,-27.04,2.99,57.55,1.65
1.62,1.86,4.31,-12.54,1.99,54.81,1.6
1.51,1.61,3.57,-3.88,1.72,3.04,1.55
1.5,1.6,4.17,-3.79,1.72,8.29,1.63
1.71,1.62,3.56,11.2,1.28,12.2,2.48
1.52,1.58,3.28,9.1,1.32,13.76,2.47
1.55,1.47,2.97,8.6,1.35,16.28,2.51
1.55,1.43,3.49,9.1,1.31,19.53,2.6
1.62,1.53,3.65,9.16,1.35,22.31,2.63
1.49,1.65,4.12,9.33,1.4,25.38,2.63
1.58,1.68,3.93,2.88,1.62,14.76,-1.54
1.36,1.65,3.8,3.06,1.59,20.71,-1.53
1.58,1.54,3.98,-3.51,1.73,19.27,1.65
1.71,1.67,3.7,8.08,1.34,33.99,-3.11
1.51,1.88,4.32,-17.17,2.31,28.54,1.55
1.6,1.76,3.84,4.36,1.4,24.62,-1.34
1.38,1.56,3.83,-8.66,1.79,11.75,-1.73
1.32,1.51,3.46,-13.99,1.96,20.26,-1.73
1.7,1.76,3.21,-15.7,1.52,52.3,-1.8
1.39,1.56,3.45,14.13,1.11,51.57,-1.02
1.41,1.66,3.76,25.42,0.75,71.17,-0.9
1.5,1.56,3.5,-21.65,2.33,38.03,-1.8
1.14,1.68,3.85,-3.47,1.7,2.52,1.58
1.43,1.68,4.39,2.79,1.57,2.69,-1.56
1.48,1.75,4.47,8.25,1.47,11.56,-0.01
1.46,1.5,3.88,-3.73,1.67,15.63,1.6
1.46,1.55,3.19,2.99,1.62,15.28,-1.59
1.44,1.69,4.45,2.83,1.58,20.11,-1.58
1.56,1.72,3.09,-20.09,1.91,27.95,-1.57
1.46,1.59,4.12,-4.03,1.67,17.29,1.58
1.57,1.57,3.32,-20.26,1.85,46.28,-1.55
1.57,1.2,5.24,-19.72,1.8,51.21,1.61
1.41,1.69,4.36,-4.11,1.73,58.61,1.56
1.72,1.66,4.32,-3.99,1.73,35.41,1.56
1.62,1.63,4.5,-0.24,1.71,33.84,-1.56
1.41,1.59,4.47,-0.88,1.62,29.36,1.55
1.5,1.62,4.11,3.71,1.7,7.9,-1.53
1.58,1.68,3.76,-4.35,1.95,17.75,1.64
1.61,1.74,4.06,-4.11,1.99,23.05,1.58
1.77,1.77,5.1,5.36,1.91,36.73,-1.5
1.39,1.55,3.65,-3.81,1.96,27.77,1.64
1.46,1.63,3.92,-3.52,2.02,32.55,1.64
1.5,1.87,4.23,-14.92,2.1,22.51,-0.06
1.43,1.58,3.37,3.14,1.65,4.18,-1.57
1.41,1.53,4.11,-6.57,1.6,7.59,3.09
1.46,1.57,3.6,-6.55,1.65,13.09,3.11
1.48,1.54,4.19,-6.08,1.71,15.27,-0.03
1.52,1.57,4.08,-6.46,1.71,17.73,-3.12
1.62,1.61,3.55,3.18,1.72,9.18,-1.58
1.39,1.51,3.4,3.25,1.77,22.71,-1.62
1.48,1.49,3.38,-5.57,1.78,20.18,0.03
1.34,1.52,3.99,6.84,1.75,29.96,-3.07
1.46,1.61,4.31,-6.27,1.85,46.44,-3.13
1.8,1.77,4.41,-5.78,1.87,51.35,3.03
1.55,1.66,4.15,3.05,1.61,3.9,-1.58
1.63,1.61,3.81,-5.83,1.96,8.61,-1.55
1.53,1.68,3.86,-5.63,1.87,19.79,1.57
1.42,1.55,3.85,-5.57,1.88,25.15,1.6
1.43,1.48,3.71,-5.5,1.85,30.05,1.56
1.4,1.65,4.02,-5.44,1.88,35.97,1.56
1.64,1.59,3.99,9.51,0.9,31.55,-3.14
1.67,1.67,3.43,9.06,0.96,36.41,3.12
1.53,1.85,4.27,23.16,0.08,30.72,0.0
1.67,1.85,4.49,23.21,0.12,33.48,0.01
1.53,1.85,4.94,23.88,0.09,36.41,-0.0
1.57,1.85,4.92,24.58,0.04,39.09,-0.01
1.47,1.6,3.87,3.83,1.47,37.77,-1.56
1.42,1.67,3.8,-3.87,1.81,5.05,1.6
1.5,1.71,4.44,5.17,1.36,10.25,1.6
1.54,1.63,3.59,-3.66,1.78,11.03,1.62
1.42,1.46,3.63,-3.26,1.84,17.28,1.61
1.43,1.66,4.19,-3.14,1.75,22.27,1.57
1.58,1.71,3.75,2.93,1.7,21.81,-1.38
1.49,1.57,4.26,6.61,1.32,14.44,0.07
1.7,1.5,3.34,-3.45,1.85,32.22,1.62
1.48,1.71,3.93,-3.81,1.74,37.22,1.18
1.6,1.75,4.63,-22.26,1.92,57.66,-0.34
1.51,1.58,3.31,4.24,1.68,26.17,-1.1
1.61,1.6,3.11,6.49,1.58,29.89,-0.82
1.46,1.56,4.11,2.62,1.62,13.68,-1.57
1.45,1.49,3.79,2.83,1.61,19.35,-1.58
1.5,1.53,4.13,2.7,1.65,25.08,-1.59
1.58,1.65,3.91,-3.06,1.72,32.36,-1.54
1.45,1.58,3.53,2.93,1.65,41.38,-1.55
1.57,1.56,2.62,0.61,1.62,26.6,-1.54
1.43,1.68,4.19,-3.86,1.77,4.61,1.6
1.46,1.59,4.27,-3.95,1.74,11.26,1.52
1.38,1.62,4.06,-4.18,1.75,23.03,1.59
1.49,1.53,3.88,-4.45,1.54,38.44,1.61
1.59,1.63,3.83,-4.06,1.74,8.92,1.57
1.62,1.7,3.29,3.29,1.38,35.93,-1.51
1.84,2.04,4.33,-13.73,2.7,46.93,1.57
1.5,1.95,4.6,-13.99,2.35,47.1,1.57
1.84,2.04,4.33,-14.23,2.69,83.27,1.56
1.49,1.64,3.7,-8.33,1.75,34.0,3.13
1.56,1.65,3.69,-0.12,1.9,21.03,-1.56
1.29,1.57,4.38,-11.08,2.15,42.21,1.59
1.4,1.54,3.67,-11.29,2.38,63.59,1.57
1.53,1.57,3.54,3.87,2.03,65.61,-0.75
1.52,1.76,4.1,13.67,0.34,27.3,3.08
1.5,1.78,3.69,-3.73,1.19,41.22,-1.58
1.52,1.76,4.1,13.79,-0.24,38.53,3.09
1.5,1.78,3.69,-3.52,0.34,52.74,-1.58
1.55,1.37,3.97,-21.07,1.57,43.53,1.61
1.69,1.74,3.76,-21.5,1.58,51.3,-1.57
1.55,1.39,3.55,-21.61,1.53,58.39,-1.57
1.62,1.63,4.5,-0.01,1.6,23.79,-1.59
1.62,1.72,4.35,9.71,1.73,47.16,-2.03
1.6,1.76,3.84,-0.75,1.12,33.82,-1.59
1.43,1.64,3.99,-4.56,1.61,3.98,-1.56
1.4,1.66,4.07,-8.47,1.53,11.39,-1.57
1.35,1.57,3.72,-4.45,1.49,13.04,-1.57
1.44,1.58,3.66,-8.91,1.4,21.0,-1.58
1.49,1.64,3.95,-5.3,1.35,21.09,-1.58
1.78,1.81,4.32,-5.29,1.03,48.5,-1.59
1.6,1.66,3.82,-12.01,1.56,12.27,-1.58
1.45,1.56,3.47,-3.17,1.8,14.45,1.58
1.49,1.76,4.01,-15.53,2.17,54.76,1.57
1.46,1.67,4.92,-5.14,1.78,7.31,1.57
1.42,1.73,4.41,-4.21,1.76,25.79,1.68
1.51,1.84,4.1,3.59,1.63,27.64,-1.48
1.76,1.77,4.41,4.39,1.49,66.34,1.93
1.66,1.73,3.05,-5.01,2.07,66.94,-1.56
1.48,1.64,3.95,-3.32,1.57,5.27,1.58
1.35,1.64,3.84,2.72,1.6,5.29,-1.57
1.42,1.59,4.19,2.66,1.81,15.77,1.56
1.42,1.64,3.63,-3.35,1.77,16.36,1.52
1.38,1.58,3.66,2.65,1.76,21.76,-1.58
1.42,1.6,3.78,2.61,1.77,26.46,1.55
1.57,1.56,2.62,2.58,1.64,2.75,-1.51
1.49,1.53,3.88,-2.74,1.65,2.36,1.7
1.5,1.7,3.77,2.41,1.85,46.34,1.79
1.85,1.68,4.34,4.94,1.54,5.37,3.1
1.43,1.56,3.85,-6.88,1.81,7.35,3.12
1.42,1.62,3.5,-7.17,1.9,14.45,3.06
1.41,1.54,3.6,-7.36,1.88,26.42,3.1
1.36,1.68,4.49,-8.83,1.89,20.45,0.06
1.74,1.65,4.11,-6.16,1.93,10.0,1.57
1.41,1.76,4.4,-3.97,1.77,33.43,1.59
1.61,1.64,4.0,-6.49,1.87,16.48,1.58
1.43,1.7,3.74,-6.82,1.94,27.43,1.56
1.55,1.66,4.15,2.23,1.68,49.2,-1.57
1.47,1.7,4.65,7.8,1.11,42.1,3.13
1.91,1.81,4.33,7.78,1.15,45.2,-3.13
1.44,1.72,4.14,-3.63,1.89,26.95,1.57
1.48,1.35,3.93,-23.47,2.44,32.12,1.62
1.5,1.62,4.08,-23.45,2.3,36.62,1.58
1.65,1.57,3.82,-23.27,2.53,42.56,1.58
1.37,1.36,4.44,-23.4,2.48,47.64,1.59
1.51,1.55,3.92,-3.44,1.82,3.53,1.55
1.48,1.56,3.62,2.76,1.65,2.11,-1.6
1.39,1.54,4.6,2.75,1.62,8.13,-1.62
1.4,1.62,4.26,-3.59,1.81,9.16,1.62
1.46,1.52,3.48,-3.83,1.82,14.6,1.54
1.39,1.6,3.8,-3.62,1.84,19.27,1.57
1.46,1.6,4.52,3.07,1.64,14.47,-1.59
1.48,1.56,3.46,3.17,1.64,19.68,-1.58
2.05,1.8,3.95,12.92,1.56,26.92,-2.98
1.51,1.53,3.38,2.89,1.86,41.25,-1.74
1.39,1.54,3.42,0.15,2.16,55.96,-1.87
1.56,1.39,3.73,-2.84,2.14,71.0,2.42
1.47,1.66,3.76,-4.31,1.86,21.78,1.61
1.41,1.66,3.86,3.87,1.7,5.86,-1.55
1.59,1.59,3.34,3.97,1.7,11.62,-1.62
1.47,1.6,3.7,4.06,1.69,16.81,-1.53
1.43,1.68,3.76,-4.06,1.84,27.45,1.62
1.49,1.64,3.52,4.21,1.7,22.24,-1.54
1.38,1.68,4.34,-3.86,1.82,32.91,1.62
1.5,1.64,4.14,4.26,1.69,27.59,-1.54
1.45,1.6,3.2,-2.83,1.8,48.75,1.65
1.47,1.74,4.26,-8.28,1.95,31.09,3.09
1.47,1.59,4.03,-2.57,1.61,4.28,-1.57
1.41,1.54,3.36,-2.54,1.43,13.91,-1.55
1.52,1.67,4.38,0.51,1.36,22.6,-1.56
1.56,1.59,3.65,-1.69,1.2,27.3,-1.55
1.66,1.72,4.37,-5.89,1.47,15.15,1.58
1.44,1.61,4.5,-5.82,1.29,28.17,1.58
1.37,1.79,4.16,-3.61,1.88,26.02,1.59
1.56,1.71,4.5,-8.15,2.12,36.06,0.04
1.61,1.66,3.2,-0.44,1.75,23.51,-1.57
1.49,1.67,4.38,-6.16,2.06,26.45,1.58
1.43,1.5,3.38,3.35,1.84,64.67,-1.57
1.42,1.54,3.5,-6.18,2.01,18.08,1.56
1.51,1.75,3.78,2.9,1.65,21.7,-1.57
1.36,1.51,4.02,-6.12,2.05,23.6,1.58
1.74,1.65,4.11,-6.05,2.11,31.95,1.57
1.61,1.64,4.0,-6.27,2.2,38.68,1.58
1.49,1.7,4.51,-20.82,2.64,25.34,-1.56
1.48,1.56,3.62,-2.36,0.67,54.43,-1.49
1.67,1.64,4.32,-1.36,0.83,42.88,-1.48
1.5,1.62,3.88,-5.45,1.33,24.74,-0.79
1.48,1.7,4.5,-12.66,1.46,19.63,-0.46
1.68,1.67,4.29,-12.67,1.16,38.44,1.73
1.66,1.73,3.05,-0.98,1.81,58.17,-1.58
1.52,1.76,3.66,-14.99,2.21,32.56,1.57
1.42,1.45,3.2,3.12,1.65,33.09,-1.61
1.38,1.49,3.32,3.16,1.64,9.59,-1.61
1.43,1.48,3.25,7.21,1.63,30.39,-1.61
1.44,1.56,3.96,7.49,1.62,17.71,-1.66
1.55,1.66,4.15,2.71,1.78,22.63,-1.58
1.41,1.66,3.35,-3.85,1.81,6.78,1.57
1.47,1.7,4.65,8.18,1.35,15.62,-3.14
1.91,1.81,4.33,8.2,1.3,18.73,-3.14
1.63,1.61,3.81,-6.26,2.07,26.98,-1.57
1.43,1.57,3.48,-6.26,1.97,15.98,1.57
1.63,1.67,4.32,7.99,1.35,24.85,-3.13
1.53,1.68,3.86,-6.37,2.12,38.3,1.57
1.74,1.8,4.37,22.44,0.83,31.14,-0.04
1.55,1.85,4.65,22.5,0.71,34.48,0.02
1.5,1.7,4.21,-3.63,1.99,34.57,1.59
1.48,1.87,4.42,-3.52,2.24,71.08,1.59
1.5,1.6,4.17,-3.73,1.73,5.14,1.62
1.52,1.58,3.28,9.14,1.23,10.46,2.48
1.55,1.47,2.97,8.77,1.22,13.03,2.53
1.55,1.43,3.49,9.23,1.26,16.23,2.6
1.62,1.53,3.65,9.31,1.28,18.99,2.64
1.49,1.65,4.12,9.63,1.3,22.09,2.63
1.58,1.68,3.93,2.99,1.6,11.54,-1.52
1.36,1.65,3.8,3.24,1.57,17.44,-1.51
1.58,1.54,3.98,-3.37,1.68,16.16,1.67
1.71,1.67,3.7,8.28,1.12,30.7,-3.1
1.6,1.66,4.33,-2.76,1.71,32.82,1.62
1.71,1.74,4.85,-0.99,1.71,55.26,-0.0
1.47,1.74,4.26,-8.28,1.82,18.85,3.09
1.36,1.68,4.49,-6.91,1.88,64.81,0.1
1.42,1.45,3.2,3.68,1.65,12.44,-1.59
1.43,1.48,3.25,7.65,1.62,12.11,-1.59
1.48,1.36,3.51,5.35,2.56,58.84,-1.75
1.37,1.78,4.65,-3.63,1.52,35.51,1.72
1.47,1.58,3.55,0.98,1.79,6.31,-2.06
1.37,1.7,4.38,-1.13,1.96,10.59,-2.04
1.4,1.56,3.91,-3.43,2.18,14.4,-2.07
1.6,1.65,3.77,-6.41,2.46,19.2,-2.07
1.86,1.63,4.2,-15.96,3.03,23.38,1.1
1.45,1.46,3.41,-10.74,2.56,13.67,1.04
1.46,1.55,4.21,-7.53,2.2,7.89,1.05
1.37,1.61,4.26,-12.66,3.11,30.05,-2.11
1.51,1.55,3.92,-26.11,4.09,42.23,1.05
1.46,1.61,3.61,3.38,1.52,6.92,1.52
1.48,1.56,4.09,-5.61,1.87,12.41,1.65
1.46,1.67,3.89,3.27,1.57,12.65,-1.63
1.56,1.63,3.62,-5.69,1.74,27.31,1.59
1.51,1.6,3.54,3.06,1.52,21.19,-1.64
1.53,1.5,3.34,3.16,1.56,26.75,-1.68
1.46,1.43,3.52,-5.59,1.67,32.37,1.56
1.9,1.78,4.25,-8.36,1.86,11.77,-3.13
1.52,1.64,3.7,-8.15,1.71,30.41,-0.02
1.69,1.74,3.76,-21.14,1.67,30.51,-1.57
1.55,1.39,3.55,-21.44,1.65,37.94,-1.57
1.62,1.63,4.5,-0.21,1.56,22.52,-1.59
1.65,1.56,3.98,-6.69,1.9,77.0,1.51
1.48,1.65,3.6,-18.97,2.51,23.98,1.24
1.48,1.61,3.61,0.7,2.09,34.11,1.88
1.44,1.52,3.5,-8.57,1.84,13.13,3.11
1.59,1.52,3.47,-8.54,1.85,18.56,3.13
1.58,1.55,3.59,-8.57,1.78,21.5,-3.14
1.46,1.63,3.85,-8.67,1.78,24.05,-0.01
1.71,1.69,4.06,-8.56,1.81,27.01,-3.1
1.51,1.61,3.65,-8.4,1.85,29.98,3.12
1.66,1.62,3.34,-9.15,1.96,37.22,3.07
1.41,1.59,3.94,-8.77,1.94,40.63,3.07
1.69,1.77,3.51,-8.58,1.78,42.9,-3.13
1.61,1.66,3.86,-8.25,1.8,45.77,3.12
1.59,1.71,3.9,-8.45,1.82,50.42,2.58
1.6,1.76,3.84,-0.81,1.36,29.93,-1.59
1.64,1.72,4.24,-3.23,1.6,8.19,-1.58
1.45,1.61,3.72,-8.02,1.55,13.6,-1.58
1.51,1.66,4.13,-12.65,1.59,14.0,-1.58
1.65,1.66,3.96,-8.28,1.42,26.15,-1.59
1.48,1.64,3.81,-4.0,1.46,22.09,-1.57
1.44,1.71,3.78,-8.17,1.35,32.74,-1.59
1.37,1.61,4.21,-3.92,1.32,34.27,-1.57
1.5,1.55,3.99,-12.38,1.52,21.21,-1.58
1.52,1.64,4.41,3.63,1.52,4.46,-1.59
1.85,1.68,4.11,-12.42,1.71,14.36,1.64
1.49,1.58,3.84,-9.49,1.37,44.23,1.71
1.54,1.57,3.52,3.31,1.37,16.52,-1.45
1.5,1.63,3.57,3.57,1.39,21.46,-1.55
1.47,1.59,3.64,3.57,1.37,27.45,-1.52
1.49,1.74,4.09,3.74,1.41,32.67,-1.53
1.44,1.58,3.28,3.68,1.14,44.06,-1.53
1.56,1.65,3.69,0.07,1.55,13.14,-1.56
1.45,1.62,3.88,4.57,1.46,5.92,-0.74
1.54,1.73,4.04,4.38,1.39,9.27,-0.68
1.38,1.56,3.8,4.68,1.41,12.83,-0.74
1.57,1.71,4.32,-10.18,1.52,14.15,1.42
1.61,1.66,3.2,-0.66,1.67,25.27,-1.58
1.4,1.51,3.7,-7.22,1.95,35.38,1.56
1.46,1.66,4.05,-4.4,1.79,46.74,1.56
1.61,1.75,3.78,-16.86,2.38,29.53,1.57
1.5,1.95,4.6,-14.09,2.33,70.94,1.57
1.56,1.65,3.69,0.34,1.74,20.04,-1.58
1.52,1.49,3.46,4.59,1.6,13.86,-0.8
1.39,1.61,3.65,4.28,1.53,20.42,-0.77
1.61,1.7,3.97,-6.41,1.9,20.92,1.64
1.45,1.65,4.63,-10.55,1.93,13.59,1.59
1.81,1.59,3.93,-10.52,2.0,19.81,1.57
1.45,1.84,4.59,-4.94,1.83,38.8,1.68
1.76,1.58,3.68,-0.79,1.69,62.91,1.79
1.56,1.62,4.19,-9.8,1.9,30.09,1.71
1.42,1.67,4.53,-7.83,1.99,42.95,1.81
1.47,1.46,3.16,4.68,1.59,61.61,-1.27
1.45,1.5,4.53,-13.99,1.88,29.18,1.68
1.6,1.76,3.84,0.1,1.33,16.82,-1.55
1.42,1.61,4.05,-8.46,1.59,9.87,-1.57
1.56,1.69,3.63,-4.21,1.57,7.22,-1.57
1.38,1.58,3.49,-4.69,1.38,19.6,-1.57
1.5,1.64,3.93,-8.37,1.33,23.42,-1.57
1.43,1.64,4.33,-4.44,1.2,27.79,-1.56
1.48,1.69,4.52,-12.43,1.51,16.91,-1.57
1.48,1.57,3.75,-12.86,1.37,23.99,-1.57
1.5,1.39,3.28,7.02,0.98,76.08,-1.22
1.66,1.73,3.05,0.26,1.89,44.36,-1.57
1.44,1.63,3.43,-12.7,2.13,40.17,1.58
1.65,1.67,3.64,0.26,1.83,45.85,-1.58
1.46,1.58,4.32,-11.1,2.06,28.83,1.6
1.47,1.53,4.21,-6.34,1.57,34.53,3.09
1.64,1.62,4.2,2.92,1.67,31.47,-1.6
1.35,1.47,3.43,-2.31,1.62,27.77,1.6
1.48,1.61,4.24,-6.35,1.61,18.93,3.06
1.5,1.8,3.88,-6.33,1.61,16.54,0.0
1.51,1.55,3.72,-5.89,1.71,12.75,0.06
1.58,1.66,4.21,-5.82,1.65,9.98,-0.03
1.55,1.5,3.4,-6.73,1.59,7.34,3.14
1.27,1.58,4.03,2.93,1.63,12.92,-1.57
1.32,1.63,4.1,2.76,1.62,3.71,-1.58
1.56,1.65,3.69,0.41,1.6,13.02,-1.56
1.49,1.63,4.16,4.43,1.46,10.72,-0.79
1.54,1.72,3.88,5.01,1.41,28.23,-0.75
1.52,1.49,3.46,4.98,1.44,39.18,-0.77
1.39,1.61,3.65,4.76,1.34,45.69,-0.75
1.63,1.58,4.2,-10.66,1.78,15.7,1.58
1.34,1.57,4.01,-10.37,1.79,22.74,1.59
1.45,1.65,4.63,-10.0,1.73,39.04,1.6
1.81,1.59,3.93,-9.93,1.77,45.33,1.59
1.56,1.62,4.19,-9.03,1.64,55.63,1.72
1.42,1.67,4.53,-6.78,1.59,68.33,1.86
1.47,1.48,3.21,-14.54,1.61,37.57,1.74
1.47,1.29,2.95,-14.67,1.71,17.53,1.56
1.36,1.69,3.38,-1.3,1.86,28.02,-1.56
1.39,1.6,4.25,-6.84,1.85,15.99,0.6
1.53,1.62,3.63,-6.3,1.85,18.98,-2.41
1.38,1.74,4.09,-6.02,1.88,25.92,-2.33
1.35,1.48,3.08,-5.49,1.89,28.65,-2.42
1.45,1.64,3.7,2.44,1.68,9.12,-1.55
1.33,1.38,3.09,2.51,1.71,13.38,-1.57
1.39,1.54,3.86,2.31,1.74,18.33,-1.59
1.46,1.63,3.95,-15.15,2.14,26.58,1.59
1.52,1.67,3.61,-0.8,2.04,37.31,-1.53
1.56,1.65,3.69,-0.14,1.89,19.21,-1.57
1.29,1.57,4.38,-11.31,2.39,45.77,1.59
1.4,1.54,3.67,-11.53,2.79,67.07,1.57
1.53,1.57,3.54,3.72,2.27,69.33,-0.75
1.66,1.74,3.65,2.66,1.64,10.48,-1.54
1.52,1.49,3.5,-6.27,1.8,5.63,0.02
1.49,1.6,3.24,-5.96,1.76,8.13,0.04
1.59,1.63,4.3,-6.48,1.8,10.66,3.11
1.45,1.6,3.76,-6.52,1.81,13.23,-3.09
1.36,1.55,3.87,2.71,1.62,16.58,-1.61
1.62,1.48,3.36,2.61,1.72,25.53,-1.61
1.55,1.7,4.09,-6.18,1.79,24.07,0.06
1.95,1.67,3.35,-6.88,1.92,29.17,3.13
1.43,1.49,3.56,-6.09,1.88,34.57,0.0
1.38,1.49,3.38,2.56,1.73,39.3,-1.59
1.47,1.59,4.03,-1.7,1.1,41.83,-1.5
1.52,1.67,4.38,1.88,0.81,51.55,-1.51
1.4,1.55,4.06,8.32,1.19,54.92,-1.5
1.7,1.53,3.82,-3.47,1.91,9.18,1.56
1.5,1.53,3.38,-3.32,2.04,19.78,1.54
1.56,1.56,3.6,-2.76,2.19,34.09,1.81
1.6,1.73,3.62,-4.18,1.8,13.81,1.4
1.73,1.74,4.71,0.71,1.94,45.07,3.0
1.77,1.63,4.1,3.37,1.62,15.2,1.58
1.69,1.64,4.21,3.59,1.73,30.88,-1.58
1.55,1.64,3.7,-3.16,2.07,36.66,1.58
1.63,1.81,4.54,-0.94,1.91,47.42,-1.47
1.61,1.66,3.2,-0.41,1.74,22.92,-1.57
1.43,1.5,3.38,3.33,1.8,51.23,-1.57
1.41,1.69,4.1,19.04,1.35,59.33,-1.55
1.8,1.67,3.62,18.99,1.32,53.68,-1.55
1.53,1.59,3.64,2.65,1.82,11.59,-1.55
1.63,1.6,3.73,-1.83,1.85,25.76,1.64
1.45,1.5,3.26,2.99,1.84,17.6,-1.45
1.59,1.49,3.34,3.31,1.82,23.75,-1.57
1.54,1.6,3.52,3.24,1.82,29.11,-1.57
1.48,1.6,3.79,3.44,1.84,40.7,-1.57
1.91,1.66,4.22,-0.61,2.0,56.92,1.63
1.34,1.64,4.57,-4.51,1.78,5.43,1.49
1.56,1.81,3.05,-9.51,1.57,34.18,-1.94
1.56,1.65,3.69,0.1,1.59,12.2,-1.56
1.54,1.73,4.04,4.33,1.48,5.07,-0.7
1.38,1.56,3.8,4.64,1.43,8.74,-0.75
1.57,1.71,4.32,-10.28,1.57,10.14,1.43
1.43,1.45,3.5,-24.49,2.28,35.9,-0.1
1.42,1.58,3.48,8.46,1.77,23.44,-2.32
1.53,1.81,3.33,-17.31,2.38,56.42,1.59
1.66,1.73,3.05,0.15,2.0,41.45,-1.57
1.5,1.8,3.46,-13.36,2.3,28.14,1.55
1.54,1.66,3.72,-13.12,2.49,49.13,1.58
1.43,1.56,3.5,-16.44,2.59,48.21,1.57
1.67,1.82,4.42,-19.47,2.55,30.96,1.58
1.63,1.87,3.47,-16.22,2.44,41.17,1.59
1.79,1.72,4.35,3.62,1.47,7.86,1.5
1.45,1.49,4.07,-4.0,1.87,8.95,1.54
1.27,1.54,3.58,-4.03,1.9,17.23,1.53
1.63,1.65,3.91,-4.23,1.93,23.49,1.54
1.46,1.53,3.17,0.28,1.86,39.17,-1.62
1.48,1.51,4.35,0.57,1.83,15.0,1.92
1.47,1.68,3.88,6.16,1.79,22.17,1.93
1.46,1.74,3.99,2.86,1.78,13.9,1.98
1.42,1.68,4.29,2.56,1.82,20.18,1.95
1.36,1.4,3.8,5.67,1.84,27.72,1.96
1.44,1.65,2.96,10.6,1.87,39.55,1.87
1.52,1.76,4.1,13.56,0.44,19.51,3.07
1.5,1.78,3.69,-3.72,1.18,33.62,-1.58
1.7,1.63,4.08,-2.91,1.7,19.62,1.6
1.59,1.59,2.47,2.42,1.68,7.25,-1.55
1.37,1.59,3.22,2.49,1.67,12.06,-1.5
1.4,1.67,3.72,-2.65,1.74,27.47,-1.51
1.49,1.61,3.74,2.75,1.81,44.43,1.57
